-60,-80,3.736595917
-60,-78,3.418356676
-60,-76,3.152884437
-60,-74,2.928375572
-60,-72,2.736304304
-60,-70,2.570359157
-60,-68,2.425768275
-60,-66,2.298857262
-60,-64,2.186751128
-60,-62,2.08716838
-60,-60,1.998275638
-60,-58,1.91858301
-60,-56,1.84686747
-60,-54,1.782115888
-60,-52,1.723482058
-60,-50,1.67025388
-60,-48,1.621828004
-60,-46,1.577690016
-60,-44,1.537398825
-60,-42,1.500574231
-60,-40,1.466886948
-60,-38,1.436050538
-60,-36,1.407814844
-60,-34,1.381960601
-60,-32,1.358294993
-60,-30,1.336647967
-60,-28,1.316869155
-60,-26,1.298825299
-60,-24,1.282398076
-60,-22,1.267482269
-60,-20,1.2539842
-60,-18,1.24182041
-60,-16,1.23091652
-60,-14,1.221206265
-60,-12,1.212630656
-60,-10,1.205137265
-60,-8,1.198679609
-60,-6,1.19321662
-60,-4,1.188712188
-60,-2,1.18513477
-60,0,1.182457056
-60,2,1.179427946
-60,4,1.177252766
-60,6,1.175921738
-60,8,1.175420967
-60,10,1.175739821
-60,12,1.176870822
-60,14,1.178809567
-60,16,1.181554681
-60,18,1.185107787
-60,20,1.189473514
-60,22,1.194659526
-60,24,1.200676575
-60,26,1.207538588
-60,28,1.215262781
-60,30,1.2238698
-60,32,1.233383903
-60,34,1.243833168
-60,36,1.255249752
-60,38,1.267670185
-60,40,1.28113572
-60,42,1.295692736
-60,44,1.311393205
-60,46,1.328295231
-60,48,1.34646368
-60,50,1.365970897
-60,52,1.386897547
-60,54,1.409333576
-60,56,1.433379346
-60,58,1.459146935
-60,60,1.486761671
-60,62,1.51636392
-60,64,1.548111187
-60,66,1.582180602
-60,68,1.618771851
-60,70,1.658110679
-60,72,1.70045307
-60,74,1.746090273
-60,76,1.795354879
-60,78,1.84862821
-58,-80,3.615537565
-58,-78,3.317147989
-58,-76,3.066950895
-58,-74,2.854443662
-58,-72,2.671970394
-58,-70,2.513819011
-58,-68,2.375641499
-58,-66,2.254069979
-58,-64,2.146455544
-58,-62,2.050686389
-58,-60,1.96505849
-58,-58,1.888181945
-58,-56,1.818911999
-58,-54,1.756297489
-58,-52,1.699541782
-58,-50,1.647972816
-58,-48,1.601019855
-58,-46,1.558195272
-58,-44,1.519080137
-58,-42,1.483312714
-58,-40,1.450579197
-58,-38,1.420606207
-58,-36,1.393154663
-58,-34,1.368014747
-58,-32,1.345001739
-58,-30,1.323952556
-58,-28,1.30472286
-58,-26,1.28718463
-58,-24,1.271224113
-58,-22,1.256740089
-58,-20,1.243642396
-58,-18,1.231850675
-58,-16,1.221293293
-58,-14,1.211906423
-58,-12,1.203633247
-58,-10,1.196423284
-58,-8,1.190231794
-58,-6,1.185019281
-58,-4,1.180751054
-58,-2,1.17739686
-58,0,1.17493056
-58,2,1.172109497
-58,4,1.170132492
-58,6,1.168990398
-58,8,1.168670179
-58,10,1.169162002
-58,12,1.170459134
-58,14,1.172557877
-58,16,1.175457517
-58,18,1.179160312
-58,20,1.183671499
-58,22,1.188999329
-58,24,1.195155129
-58,26,1.202153391
-58,28,1.210011891
-58,30,1.218751839
-58,32,1.228398063
-58,34,1.238979226
-58,36,1.250528086
-58,38,1.263081803
-58,40,1.276682292
-58,42,1.291376635
-58,44,1.307217559
-58,46,1.324263986
-58,48,1.342581668
-58,50,1.362243929
-58,52,1.383332508
-58,54,1.405938556
-58,56,1.430163775
-58,58,1.45612176
-58,60,1.483939553
-58,62,1.513759473
-58,64,1.545741264
-58,66,1.58006463
-58,68,1.616932242
-58,70,1.656573316
-58,72,1.699247897
-58,74,1.745252011
-58,76,1.794923905
-58,78,1.848651632
-56,-80,3.502698169
-56,-78,3.222290746
-56,-76,2.986037433
-56,-74,2.784556572
-56,-72,2.610950147
-56,-70,2.460033292
-56,-68,2.327833871
-56,-66,2.211257797
-56,-64,2.107859392
-56,-62,2.015680246
-56,-60,1.933133858
-56,-58,1.858921583
-56,-56,1.791970388
-56,-54,1.731386108
-56,-52,1.676417861
-56,-50,1.626430648
-56,-48,1.580884013
-56,-46,1.539315263
-56,-44,1.501326147
-56,-42,1.466572195
-56,-40,1.434754109
-56,-38,1.405610773
-56,-36,1.378913527
-56,-34,1.354461455
-56,-32,1.332077479
-56,-30,1.311605107
-56,-28,1.292905709
-56,-26,1.275856232
-56,-24,1.260347258
-56,-22,1.24628137
-56,-20,1.233571755
-56,-18,1.222141007
-56,-16,1.211920114
-56,-14,1.202847578
-56,-12,1.194868663
-56,-10,1.187934747
-56,-8,1.182002767
-56,-6,1.177034736
-56,-4,1.172997329
-56,-2,1.169861534
-56,0,1.167602345
-56,2,1.164985312
-56,4,1.163202924
-56,6,1.162246641
-56,8,1.162104263
-56,10,1.162766735
-56,12,1.164228054
-56,14,1.16648521
-56,16,1.169538143
-56,18,1.173389736
-56,20,1.178045827
-56,22,1.183515253
-56,24,1.189809913
-56,26,1.196944865
-56,28,1.204938451
-56,30,1.213812452
-56,32,1.223592272
-56,34,1.23430717
-56,36,1.245990522
-56,38,1.258680136
-56,40,1.272418608
-56,42,1.287253752
-56,44,1.303239076
-56,46,1.320434353
-56,48,1.338906264
-56,50,1.358729153
-56,52,1.379985893
-56,54,1.402768894
-56,56,1.427181274
-56,58,1.453338223
-56,60,1.481368593
-56,62,1.511416768
-56,64,1.543644858
-56,66,1.578235295
-56,68,1.61539391
-56,70,1.655353598
-56,72,1.698378715
-56,74,1.744770362
-56,76,1.794872796
-56,78,1.849081229
-54,-80,3.397305401
-54,-78,3.133236961
-54,-76,2.909744053
-54,-74,2.718415188
-54,-72,2.553015187
-54,-70,2.408824441
-54,-68,2.282205126
-54,-66,2.170308339
-54,-64,2.070871499
-54,-62,1.98207514
-54,-60,1.902439729
-54,-58,1.83075004
-54,-56,1.765998863
-54,-54,1.707344529
-54,-52,1.654078429
-54,-50,1.605599915
-54,-48,1.56139667
-54,-46,1.521029234
-54,-44,1.484118667
-54,-42,1.45033666
-54,-40,1.419397523
-54,-38,1.391051663
-54,-36,1.365080229
-54,-34,1.3412907
-54,-32,1.319513216
-54,-30,1.299597519
-54,-28,1.281410389
-54,-26,1.264833483
-54,-24,1.249761504
-54,-22,1.236100653
-54,-20,1.223767301
-54,-18,1.212686865
-54,-16,1.202792832
-54,-14,1.194025933
-54,-12,1.186333422
-54,-10,1.179668464
-54,-8,1.173989601
-54,-6,1.169260298
-54,-4,1.165448546
-54,-2,1.16252653
-54,0,1.160470338
-54,2,1.158053495
-54,4,1.156462331
-54,6,1.155688891
-54,8,1.155721789
-54,10,1.156552728
-54,12,1.158176421
-54,14,1.160590532
-54,16,1.163795646
-54,18,1.167795262
-54,20,1.172595817
-54,22,1.178206729
-54,24,1.184640469
-54,26,1.191912665
-54,28,1.200042228
-54,30,1.209051515
-54,32,1.21896652
-54,34,1.229817109
-54,36,1.241637293
-54,38,1.254465542
-54,40,1.268345161
-54,42,1.283324716
-54,44,1.299458533
-54,46,1.316807269
-54,48,1.335438575
-54,50,1.355427864
-54,52,1.376859196
-54,54,1.399826305
-54,56,1.4244338
-54,58,1.450798549
-54,60,1.479051315
-54,62,1.509338662
-54,64,1.5418252
-54,66,1.576696247
-54,68,1.614160981
-54,70,1.654456197
-54,72,1.697850821
-54,74,1.744651342
-54,76,1.7952084
-54,78,1.84992482
-52,-80,3.298681193
-52,-78,3.049500293
-52,-76,2.837712467
-52,-74,2.655749452
-52,-72,2.497957888
-52,-70,2.36003005
-52,-68,2.238626275
-52,-66,2.131117762
-52,-64,2.035407248
-52,-62,1.949801369
-52,-60,1.87291812
-52,-58,1.803618649
-52,-56,1.740956243
-52,-54,1.684137643
-52,-52,1.63249335
-52,-50,1.585454584
-52,-48,1.542535209
-52,-46,1.503317427
-52,-44,1.467440353
-52,-42,1.434590813
-52,-40,1.404495891
-52,-38,1.376916827
-52,-36,1.351644013
-52,-34,1.328492848
-52,-32,1.307300293
-52,-30,1.287921992
-52,-28,1.270229851
-52,-26,1.254109998
-52,-24,1.239461054
-52,-22,1.22619266
-52,-20,1.214224226
-52,-18,1.203483857
-52,-16,1.193907432
-52,-14,1.18543781
-52,-12,1.178024155
-52,-10,1.171621342
-52,-8,1.166189459
-52,-6,1.161693364
-52,-4,1.158102318
